  ID  |              Name              |  Lvl |     XP     |    Gold    |
10518 |         Tail of Carnax         |  55  |    404     |     45     |
10519 |         Tail of Carnax         |  75  |    1767    |    196     |
10520 |         Tail of Carnax         |  95  |    8825    |    980     |
10521 |         Tail of Carnax         | 115  |   47420    |    5268    |
10522 |         Tail of Carnax         | 135  |   267000   |   29670    |
10523 |         Tail of Carnax         | 150  |   998000   |   110900   |
10524 |         Back of Carnax         |  15  |     60     |     6      |
10525 |         Back of Carnax         |  35  |    121     |     14     |
10526 |         Back of Carnax         |  55  |    404     |     45     |
10527 |         Back of Carnax         |  75  |    1767    |    196     |
10528 |         Back of Carnax         |  95  |    8825    |    980     |
10529 |         Back of Carnax         | 115  |   47420    |    5268    |
10530 |         Back of Carnax         | 135  |   267000   |   29670    |
10531 |         Back of Carnax         | 150  |   998000   |   110900   |
10532 |            Vizalain            |  15  |     9      |     23     |
10533 |            Vizalain            |  35  |     22     |     47     |
10534 |            Vizalain            |  55  |     68     |    157     |
10535 |            Vizalain            |  75  |    294     |    687     |
10536 |            Vizalain            |  95  |    1469    |    3432    |
10537 |            Vizalain            | 115  |    7903    |   18440    |
10538 |            Vizalain            | 135  |   44500    |   103800   |
10539 |            Vizalain            | 155  |   259100   |   604500   |
10540 |  Veteran Cyclone Wyvern Rider  |  10  |     52     |     26     |
10541 |  Veteran Cyclone Wyvern Rider  |  30  |    138     |     48     |
10542 |  Veteran Cyclone Wyvern Rider  |  50  |    426     |    140     |
10543 |  Veteran Cyclone Wyvern Rider  |  70  |    1762    |    587     |
10544 |  Veteran Cyclone Wyvern Rider  |  90  |    8582    |    2862    |
10545 |  Veteran Cyclone Wyvern Rider  | 110  |   45450    |   15150    |
10546 |  Veteran Cyclone Wyvern Rider  | 130  |   253300   |   84430    |
10547 |  Veteran Cyclone Wyvern Rider  | 150  |  1464000   |   487900   |
10548 |           Sand Golem           |  11  |     65     |     2      |
10549 |           Sand Golem           |  45  |    255     |     9      |
10550 |           Sand Golem           |  75  |    2121    |     78     |
10551 |           Sand Golem           |  90  |    7024    |    260     |
10552 |           Sand Golem           | 105  |   24370    |    903     |
10553 |           Sand Golem           | 135  |   320400   |   11870    |
10554 |          Beetle Zard           |  46  |    180     |     40     |
10555 |          Beetle Zard           |  61  |    492     |    110     |
10556 |          Beetle Zard           |  76  |    1529    |    339     |
10557 |          Beetle Zard           | 106  |   17680    |    3928    |
10558 |          Beetle Zard           | 121  |   63440    |   14100    |
10559 |          Beetle Zard           | 136  |   233100   |   51800    |
10560 |             Sneak              |  45  |    114     |     56     |
10561 |             Sneak              |  60  |    306     |    153     |
10562 |             Sneak              |  75  |    942     |    471     |
10563 |             Sneak              | 105  |   10830    |    5416    |
10564 |             Sneak              | 120  |   38810    |   19410    |
10565 |             Sneak              | 135  |   142400   |   71200    |
10566 |             Sunray             |  10  |     61     |     3      |
10567 |             Sunray             |  50  |    338     |     16     |
10568 |             Sunray             |  70  |    1401    |     67     |
10569 |             Sunray             |  90  |    6829    |    325     |
10570 |             Sunray             | 106  |   25780    |    1228    |
10571 |             Sunray             | 130  |   201500   |    9595    |
10572 |            Prismix             |  45  |     36     |     82     |
10573 |            Prismix             |  60  |     96     |    223     |
10574 |            Prismix             |  75  |    294     |    687     |
10575 |            Prismix             | 105  |    3385    |    7899    |
10576 |            Prismix             | 120  |   12130    |   28300    |
10577 |            Prismix             | 135  |   44500    |   103800   |
10578 |             Clawg              |  11  |     29     |     14     |
10579 |             Clawg              |  45  |    114     |     56     |
10580 |             Clawg              |  60  |    306     |    153     |
10581 |             Clawg              |  75  |    942     |    471     |
10582 |             Clawg              |  90  |    3121    |    1561    |
10583 |             Clawg              | 105  |   10830    |    5416    |
10584 |             Clawg              | 120  |   38810    |   19410    |
10585 |             Clawg              | 135  |   142400   |   71200    |
10586 |             Clawg              | 150  |   532300   |   266100   |
10587 |          Weapon Golem          |  11  |     11     |     20     |
10588 |          Weapon Golem          |  45  |     42     |     80     |
10589 |          Weapon Golem          |  60  |    114     |    217     |
10590 |          Weapon Golem          |  75  |    354     |    667     |
10591 |          Weapon Golem          |  90  |    1171    |    2211    |
10592 |          Weapon Golem          | 105  |    4063    |    7673    |
10593 |          Weapon Golem          | 120  |   14550    |   27490    |
10594 |          Weapon Golem          | 135  |   53400    |   100900   |
10595 |          Weapon Golem          | 150  |   199600   |   377000   |
10596 |           Sand Shark           |  11  |     29     |     14     |
10597 |           Sand Shark           |  45  |    114     |     56     |
10598 |           Sand Shark           |  60  |    306     |    153     |
10599 |           Sand Shark           |  75  |    942     |    471     |
10600 |           Sand Shark           |  90  |    3121    |    1561    |
10601 |           Sand Shark           | 105  |   10830    |    5416    |
10602 |           Sand Shark           | 120  |   38810    |   19410    |
10603 |           Sand Shark           | 135  |   142400   |   71200    |
10604 |           Sand Shark           | 150  |   532300   |   266100   |
10605 |              Mau               |  11  |     48     |     51     |
10606 |              Mau               |  45  |    196     |    202     |
10607 |              Mau               |  60  |    547     |    544     |
10608 |              Mau               |  75  |    1675    |    1678    |
10609 |              Mau               |  90  |    5560    |    5560    |
10610 |              Mau               | 105  |   19300    |   19290    |
10611 |              Mau               | 120  |   69130    |   69130    |
10612 |              Mau               | 135  |   253600   |   253600   |
10613 |              Mau               | 150  |   948100   |   948100   |
10614 |             Ammon              |  11  |     78     |     83     |
10615 |             Ammon              |  45  |    318     |    328     |
10616 |             Ammon              |  60  |    887     |    882     |
10617 |             Ammon              |  75  |    2717    |    2721    |
10618 |             Ammon              |  90  |    9015    |    9015    |
10619 |             Ammon              | 105  |   31290    |   31280    |
10620 |             Ammon              | 120  |   112100   |   112100   |
10621 |             Ammon              | 135  |   411200   |   411200   |
10622 |             Ammon              | 150  |  1537000   |  1537000   |
10623 |         Moglin Phantom         |  15  |     60     |     6      |
10624 |         Moglin Phantom         |  35  |    121     |     14     |
10625 |         Moglin Phantom         |  55  |    404     |     45     |
10626 |         Moglin Phantom         |  75  |    1767    |    196     |
10627 |         Moglin Phantom         |  95  |    8825    |    980     |
10628 |         Moglin Phantom         | 115  |   47420    |    5268    |
10629 |         Moglin Phantom         | 135  |   267000   |   29670    |
10630 |         Moglin Phantom         | 150  |   998000   |   110900   |
10631 |          Moglin Ghost          |  15  |     60     |     6      |
10632 |          Moglin Ghost          |  55  |    404     |     45     |
10633 |          Moglin Ghost          |  75  |    1767    |    196     |
10634 |          Moglin Ghost          |  95  |    8825    |    980     |
10635 |          Moglin Ghost          | 115  |   47420    |    5268    |
10636 |          Moglin Ghost          | 135  |   267000   |   29670    |
10637 |          Moglin Ghost          | 150  |   998000   |   110900   |
10638 |         Moglord Ghost          |  15  |    131     |     13     |
10639 |         Moglord Ghost          |  35  |    266     |     30     |
10640 |         Moglord Ghost          |  55  |    888     |     98     |
10641 |         Moglord Ghost          |  75  |    3887    |    431     |
10642 |         Moglord Ghost          |  95  |   19410    |    2155    |
10643 |         Moglord Ghost          | 115  |   104300   |   11590    |
10644 |         Moglord Ghost          | 135  |   587400   |   65260    |
10645 |         Moglord Ghost          | 150  |  2196000   |   244000   |
10646 |           CloudZard            |  10  |     43     |     9      |
10647 |           CloudZard            |  30  |     78     |     17     |
10648 |           CloudZard            |  50  |    233     |     51     |
10649 |           CloudZard            |  70  |    960     |    214     |
10650 |           CloudZard            |  90  |    4681    |    1041    |
10651 |           CloudZard            | 110  |   24790    |    5508    |
10652 |           CloudZard            | 130  |   138200   |   30700    |
10653 |             FunGuy             | 106  |   22100    |    2455    |
10654 |             FunGuy             | 126  |   122100   |   13570    |
10655 |             FunGuy             | 146  |   701000   |   77890    |
10656 |           Sand Golem           |  30  |    117     |     4      |
10657 |           Sand Golem           |  50  |    347     |     13     |
10658 |           Sand Golem           |  70  |    1443    |     53     |
10659 |           Sand Golem           | 110  |   37180    |    1377    |
10660 |           Sand Golem           | 130  |   207200   |    7676    |
10661 |             Selkie             | 147  |   408300   |   204200   |
10662 |        Crooked Merchant        |  9   |     4      |     48     |
10663 |        Crooked Merchant        |  29  |     15     |     85     |
10664 |        Crooked Merchant        |  49  |     37     |    252     |
10665 |        Crooked Merchant        |  69  |    164     |    1033    |
10666 |        Crooked Merchant        |  89  |    789     |    5011    |
10667 |        Crooked Merchant        | 109  |    4171    |   26440    |
10668 |        Crooked Merchant        | 129  |   23220    |   147100   |
10669 |        Crooked Merchant        | 149  |   134000   |   848600   |
10670 |          Drakonnan II          |  15  |     47     |     25     |
10671 |          Drakonnan II          |  35  |    101     |     52     |
10672 |          Drakonnan II          |  55  |    340     |    170     |
10673 |          Drakonnan II          |  75  |    1491    |    745     |
10674 |          Drakonnan II          |  95  |    7451    |    3725    |
10675 |          Drakonnan II          | 115  |   40040    |   20020    |
10676 |          Drakonnan II          | 135  |   225400   |   112700   |
10677 |          Drakonnan II          | 150  |   842800   |   421400   |
10678 |           Saladmandr           |  15  |     65     |     35     |
10679 |           Saladmandr           |  35  |    140     |     72     |
10680 |           Saladmandr           |  55  |    472     |    237     |
10681 |           Saladmandr           |  75  |    2072    |    1036    |
10682 |           Saladmandr           |  95  |   10350    |    5176    |
10683 |           Saladmandr           | 115  |   55630    |   27820    |
10684 |           Saladmandr           | 135  |   313300   |   156600   |
10685 |           Saladmandr           | 150  |  1171000   |   585500   |
10686 |      Veteran Plant Dragon      |  15  |     46     |     41     |
10687 |      Veteran Plant Dragon      |  35  |     87     |     90     |
10688 |      Veteran Plant Dragon      |  55  |    294     |    296     |
10689 |      Veteran Plant Dragon      |  75  |    1293    |    1295    |
10690 |      Veteran Plant Dragon      |  95  |    6472    |    6470    |
10691 |      Veteran Plant Dragon      | 115  |   34770    |   34770    |
10692 |      Veteran Plant Dragon      | 135  |   195800   |   195800   |
10693 |      Veteran Plant Dragon      | 150  |   731900   |   731900   |
10694 |          Ice Minotaur          |  15  |     30     |     16     |
10695 |          Ice Minotaur          |  35  |     64     |     33     |
10696 |          Ice Minotaur          |  55  |    215     |    108     |
10697 |          Ice Minotaur          |  95  |    4706    |    2353    |
10698 |          Ice Minotaur          | 115  |   25290    |   12640    |
10699 |             Helves             |  15  |     30     |     16     |
10700 |             Helves             |  35  |     64     |     33     |
10701 |             Helves             |  55  |    215     |    108     |
10702 |             Helves             |  75  |    942     |    471     |
10703 |             Helves             |  95  |    4706    |    2353    |
10704 |             Helves             | 115  |   25290    |   12640    |
10705 |             Helves             | 135  |   142400   |   71200    |
10706 |             Helves             | 150  |   532300   |   266100   |
10707 |           Ice Blecch           |  15  |     48     |     10     |
10708 |           Ice Blecch           |  35  |     97     |     22     |
10709 |           Ice Blecch           |  55  |    323     |     72     |
10710 |           Ice Blecch           |  95  |    7058    |    1569    |
10711 |           Ice Blecch           | 115  |   37930    |    8429    |
10712 |            Chimera             |  15  |     39     |     13     |
10713 |            Chimera             |  35  |     82     |     27     |
10714 |            Chimera             |  55  |    269     |     90     |
10715 |            Chimera             |  95  |    5882    |    1961    |
10716 |            Chimera             | 115  |   31610    |   10540    |
10717 |            WereBat             |  15  |     30     |     16     |
10718 |            WereBat             |  35  |     64     |     33     |
10719 |            WereBat             |  55  |    215     |    108     |
10720 |            WereBat             |  95  |    4706    |    2353    |
10721 |            WereBat             | 115  |   25290    |   12640    |
10722 | Veteran Festive Undead Knight  |  15  |    105     |     21     |
10723 | Veteran Festive Undead Knight  |  35  |    213     |     48     |
10724 | Veteran Festive Undead Knight  |  55  |    710     |    158     |
10725 | Veteran Festive Undead Knight  |  75  |    3108    |    690     |
10726 | Veteran Festive Undead Knight  |  95  |   15530    |    3451    |
10727 | Veteran Festive Undead Knight  | 115  |   83450    |   18540    |
10728 | Veteran Festive Undead Knight  | 135  |   469900   |   104400   |
10729 | Veteran Festive Undead Knight  | 150  |  1756000   |   390300   |
10730 |            Am-Bush             | 150  |   665300   |   221800   |
10731 |     Ancient FruitcakeZard      |  15  |     46     |     41     |
10732 |     Ancient FruitcakeZard      |  35  |     87     |     90     |
10733 |     Ancient FruitcakeZard      |  55  |    294     |    296     |
10734 |     Ancient FruitcakeZard      |  75  |    1293    |    1295    |
10735 |     Ancient FruitcakeZard      |  95  |    6472    |    6470    |
10736 |     Ancient FruitcakeZard      | 115  |   34770    |   34770    |
10737 |     Ancient FruitcakeZard      | 135  |   195800   |   195800   |
10738 |     Ancient FruitcakeZard      | 150  |   731900   |   731900   |
10739 |      Retro Undead Wounded      |  15  |     13     |     7      |
10740 |      Retro Undead Wounded      |  35  |     28     |     14     |
10741 |      Retro Undead Wounded      |  55  |     96     |     48     |
10742 |      Retro Undead Wounded      |  75  |    423     |    211     |
10743 |      Retro Undead Wounded      |  95  |    2117    |    1058    |
10744 |      Retro Undead Wounded      | 115  |   11380    |    5689    |
10745 |      Retro Undead Wounded      | 135  |   64080    |   32040    |
10746 |      Retro Undead Wounded      | 150  |   239500   |   119800   |
10747 |       Retro Undead Mage        |  15  |     30     |     16     |
10748 |       Retro Undead Mage        |  35  |     64     |     33     |
10749 |       Retro Undead Mage        |  55  |    215     |    108     |
10750 |       Retro Undead Mage        |  75  |    942     |    471     |
10751 |       Retro Undead Mage        |  95  |    4706    |    2353    |
10752 |       Retro Undead Mage        | 115  |   25290    |   12640    |
10753 |       Retro Undead Mage        | 135  |   142400   |   71200    |
10754 |       Retro Undead Mage        | 150  |   532300   |   266100   |
10755 |      Retro Undead Knight       |  15  |     30     |     16     |
10756 |      Retro Undead Knight       |  35  |     64     |     33     |
10757 |      Retro Undead Knight       |  55  |    215     |    108     |
10758 |      Retro Undead Knight       |  75  |    942     |    471     |
10759 |      Retro Undead Knight       |  95  |    4706    |    2353    |
10760 |      Retro Undead Knight       | 115  |   25290    |   12640    |
10761 |      Retro Undead Knight       | 135  |   142400   |   71200    |
10762 |      Retro Undead Knight       | 150  |   532300   |   266100   |
10763 |      Retro Undead Archer       |  15  |     30     |     16     |
10764 |      Retro Undead Archer       |  35  |     64     |     33     |
10765 |      Retro Undead Archer       |  55  |    215     |    108     |
10766 |      Retro Undead Archer       |  75  |    942     |    471     |
10767 |      Retro Undead Archer       |  95  |    4706    |    2353    |
10768 |      Retro Undead Archer       | 115  |   25290    |   12640    |
10769 |      Retro Undead Archer       | 135  |   142400   |   71200    |
10770 |      Retro Undead Archer       | 150  |   532300   |   266100   |
10771 |    Retro Undead Wolf Master    |  15  |     30     |     16     |
10772 |    Retro Undead Wolf Master    |  35  |     64     |     33     |
10773 |    Retro Undead Wolf Master    |  55  |    215     |    108     |
10774 |    Retro Undead Wolf Master    |  75  |    942     |    471     |
10775 |    Retro Undead Wolf Master    |  95  |    4706    |    2353    |
10776 |    Retro Undead Wolf Master    | 115  |   25290    |   12640    |
10777 |    Retro Undead Wolf Master    | 135  |   142400   |   71200    |
10778 |    Retro Undead Wolf Master    | 150  |   532300   |   266100   |
10779 |            Stollen             |  15  |     74     |     67     |
10780 |            Stollen             |  35  |    141     |    144     |
10781 |            Stollen             |  55  |    473     |    476     |
10782 |            Stollen             |  75  |    2077    |    2081    |
10783 |            Stollen             |  95  |   10400    |   10390    |
10784 |            Stollen             | 115  |   55840    |   55840    |
10785 |            Stollen             | 135  |   314400   |   314400   |
10786 |            Stollen             | 150  |  1175000   |  1175000   |
10787 |   FruitcakeCo(TM) Berserker    |  15  |     21     |     19     |
10788 |   FruitcakeCo(TM) Berserker    |  35  |     40     |     41     |
10789 |   FruitcakeCo(TM) Berserker    |  55  |    134     |    135     |
10790 |   FruitcakeCo(TM) Berserker    |  75  |    588     |    589     |
10791 |   FruitcakeCo(TM) Berserker    |  95  |    2942    |    2941    |
10792 |   FruitcakeCo(TM) Berserker    | 115  |   15810    |   15810    |
10793 |   FruitcakeCo(TM) Berserker    | 135  |   88990    |   88990    |
10794 |   FruitcakeCo(TM) Berserker    | 150  |   332700   |   332700   |
10795 |     FruitcakeCo(TM) Slime      |  15  |     21     |     19     |
10796 |     FruitcakeCo(TM) Slime      |  35  |     40     |     41     |
10797 |     FruitcakeCo(TM) Slime      |  55  |    134     |    135     |
10798 |     FruitcakeCo(TM) Slime      |  75  |    588     |    589     |
10799 |     FruitcakeCo(TM) Slime      |  95  |    2942    |    2941    |
10800 |     FruitcakeCo(TM) Slime      | 115  |   15810    |   15810    |
10801 |     FruitcakeCo(TM) Slime      | 135  |   88990    |   88990    |
10802 |     FruitcakeCo(TM) Slime      | 150  |   332700   |   332700   |
10803 |            Frogzard            |  15  |     34     |     7      |
10804 |            Frogzard            |  35  |     69     |     15     |
10805 |           Underbeast           | 150  |  1663000   |  1663000   |
10806 |            Frogzard            |  75  |    1018    |    226     |
10807 |            Frogzard            |  95  |    5087    |    1130    |
10808 |            Frogzard            | 115  |   27340    |    6075    |
10809 |            TadZard             |  15  |     34     |     7      |
10810 |            TadZard             |  35  |     69     |     15     |
10811 |            TadZard             |  55  |    232     |     51     |
10812 |            TadZard             |  75  |    1018    |    226     |
10813 |            TadZard             |  95  |    5087    |    1130    |
10814 |            TadZard             | 115  |   27340    |    6075    |
10815 |            TadZard             | 150  |   575500   |   127900   |
10816 |            IceZard             |  15  |     34     |     7      |
10817 |            IceZard             |  35  |     69     |     15     |
10818 |            IceZard             |  55  |    232     |     51     |
10819 |            IceZard             |  75  |    1018    |    226     |
10820 |            IceZard             |  95  |    5087    |    1130    |
10821 |            IceZard             | 115  |   27340    |    6075    |
10822 |            IceZard             | 150  |   575500   |   127900   |
10823 |            WindZard            |  15  |     34     |     7      |
10824 |            WindZard            |  35  |     69     |     15     |
10825 |            WindZard            |  55  |    232     |     51     |
10826 |            WindZard            |  75  |    1018    |    226     |
10827 |            WindZard            |  95  |    5087    |    1130    |
10828 |            WindZard            | 115  |   27340    |    6075    |
10829 |            WindZard            | 150  |   575500   |   127900   |
10830 |           EnergyZard           |  15  |     34     |     7      |
10831 |           EnergyZard           |  35  |     69     |     15     |
10832 |           EnergyZard           |  55  |    232     |     51     |
10833 |           EnergyZard           |  75  |    1018    |    226     |
10834 |           EnergyZard           |  95  |    5087    |    1130    |
10835 |           EnergyZard           | 115  |   27340    |    6075    |
10836 |           EnergyZard           | 150  |   575500   |   127900   |
10837 |            RayZard             |  15  |     34     |     7      |
10838 |            RayZard             |  35  |     69     |     15     |
10839 |            RayZard             |  55  |    232     |     51     |
10840 |            RayZard             |  75  |    1018    |    226     |
10841 |            RayZard             |  95  |    5087    |    1130    |
10842 |            RayZard             | 150  |   575500   |   127900   |
10843 |            DarkZard            |  15  |     34     |     7      |
10844 |            DarkZard            |  35  |     69     |     15     |
10845 |            DarkZard            |  55  |    232     |     51     |
10846 |            DarkZard            |  95  |    5087    |    1130    |
10847 |            DarkZard            | 115  |   27340    |    6075    |
10848 |            DarkZard            | 150  |   575500   |   127900   |
10849 |           MotherZard           |  1   |     81     |     17     |
10850 |           MotherZard           |  15  |    105     |     21     |
10851 |           MotherZard           |  35  |    213     |     48     |
10852 |           MotherZard           |  55  |    710     |    158     |
10853 |           MotherZard           |  75  |    3108    |    690     |
10854 |           MotherZard           |  95  |   15530    |    3451    |
10855 |           MotherZard           | 115  |   83450    |   18540    |
10856 |           MotherZard           | 135  |   469900   |   104400   |
10857 |           MotherZard           | 150  |  1756000   |   390300   |
10858 |        GrandmotherZard         |  1   |     81     |     17     |
10859 |        GrandmotherZard         |  15  |    105     |     21     |
10860 |        GrandmotherZard         |  35  |    213     |     48     |
10861 |        GrandmotherZard         |  55  |    710     |    158     |
10862 |        GrandmotherZard         |  75  |    3108    |    690     |
10863 |        GrandmotherZard         |  95  |   15530    |    3451    |
10864 |        GrandmotherZard         | 115  |   83450    |   18540    |
10865 |        GrandmotherZard         | 135  |   469900   |   104400   |
10866 |        GrandmotherZard         | 150  |  1756000   |   390300   |
10867 |             Zard X             |  1   |     35     |     32     |
10868 |             Zard X             |  15  |     46     |     41     |
10869 |             Zard X             |  35  |     87     |     90     |
10870 |             Zard X             |  55  |    294     |    296     |
10871 |             Zard X             |  75  |    1293    |    1295    |
10872 |             Zard X             |  95  |    6472    |    6470    |
10873 |             Zard X             | 115  |   34770    |   34770    |
10874 |             Zard X             | 135  |   195800   |   195800   |
10875 |             Zard X             | 150  |   731900   |   731900   |
10876 |            FireZard            |  15  |     34     |     7      |
10877 |            FireZard            |  35  |     69     |     15     |
10878 |            FireZard            |  75  |    1018    |    226     |
10879 |            FireZard            |  95  |    5087    |    1130    |
10880 |            FireZard            | 115  |   27340    |    6075    |
10881 |            RayZard             | 115  |   27340    |    6075    |
10882 |             Zorbak             |  15  |     46     |     41     |
10883 |             Zorbak             |  35  |     87     |     90     |
10884 |             Zorbak             |  55  |    294     |    296     |
10885 |             Zorbak             |  75  |    1293    |    1295    |
10886 |             Zorbak             |  95  |    6472    |    6470    |
10887 |             Zorbak             | 115  |   34770    |   34770    |
10888 |             Zorbak             | 135  |   195800   |   195800   |
10889 |             Zorbak             | 150  |   731900   |   731900   |
10890 |      Tooty FruitcakeZard       |  15  |    104     |     94     |
10891 |      Tooty FruitcakeZard       |  35  |    199     |    204     |
10892 |      Tooty FruitcakeZard       |  55  |    669     |    674     |
10893 |      Tooty FruitcakeZard       |  75  |    2939    |    2944    |
10894 |      Tooty FruitcakeZard       |  95  |   14710    |   14700    |
10895 |      Tooty FruitcakeZard       | 115  |   79020    |   79020    |
10896 |      Tooty FruitcakeZard       | 135  |   445000   |   445000   |
10897 |      Tooty FruitcakeZard       | 150  |  1663000   |  1663000   |
10898 |             Selkie             |  15  |     30     |     16     |
10899 |             Selkie             |  35  |     64     |     33     |
10900 |             Selkie             |  55  |    215     |    108     |
10901 |             Selkie             |  75  |    942     |    471     |
10902 |             Selkie             |  95  |    4706    |    2353    |
10903 |             Selkie             | 115  |   25290    |   12640    |
10904 |             Selkie             | 135  |   142400   |   71200    |
10905 |             Selkie             | 150  |   532300   |   266100   |
10906 |        Bubble Elemental        |  35  |    142     |     7      |
10907 |        Bubble Elemental        |  55  |    473     |     22     |
10908 |        Bubble Elemental        |  95  |   10300    |    490     |
10909 |        Bubble Elemental        | 115  |   55320    |    2634    |
10910 |             Sunray             |  36  |    150     |     7      |
10911 |             Sunray             |  56  |    505     |     24     |
10912 |             Sunray             |  96  |   11180    |    532     |
10913 |             Sunray             | 116  |   60250    |    2869    |
10914 |          Shadow Zard           |  16  |     29     |     9      |
10915 |          Shadow Zard           |  36  |     60     |     20     |
10916 |          Shadow Zard           |  56  |    208     |     69     |
10917 |          Shadow Zard           |  76  |    918     |    305     |
10918 |          Shadow Zard           |  96  |    4605    |    1535    |
10919 |          Shadow Zard           | 116  |   24820    |    8273    |
10920 |          Shadow Zard           | 136  |   140000   |   46670    |
10921 |          Shadow Zard           | 156  |   816300   |   272100   |
10922 |             Blecch             |  38  |     94     |     32     |
10923 |             Blecch             |  98  |    7541    |    2514    |
10924 |              Gogg              |  17  |     34     |     16     |
10925 |              Gogg              |  37  |     72     |     36     |
10926 |              Gogg              |  57  |    247     |    124     |
10927 |              Gogg              |  77  |    1100    |    551     |
10928 |              Gogg              |  97  |    5554    |    2776    |
10929 |              Gogg              | 117  |   30000    |   15000    |
10930 |              Gogg              | 137  |   169600   |   84800    |
10931 |              Gogg              | 157  |   990100   |   495100   |
10932 |             Hydra              |  15  |     39     |     13     |
10933 |             Hydra              |  35  |     82     |     27     |
10934 |             Hydra              |  55  |    269     |     90     |
10935 |             Hydra              |  75  |    1179    |    392     |
10936 |             Hydra              |  95  |    5882    |    1961    |
10937 |             Hydra              | 115  |   31610    |   10540    |
10938 |             Hydra              | 135  |   178000   |   59330    |
10939 |             Hydra              | 155  |  1036000   |   345400   |
10940 |             Malgru             |  35  |     82     |     27     |
10941 |             Malgru             |  55  |    269     |     90     |
10942 |             Malgru             |  75  |    1179    |    392     |
10943 |             Malgru             | 115  |   31610    |   10540    |
10944 |             Malgru             | 135  |   178000   |   59330    |
10945 |             Malgru             | 155  |  1036000   |   345400   |
10946 |        Buried Treasure!        |  75  |    413     |    2635    |
10947 |        Buried Treasure!        |  95  |    2074    |   13170    |
10948 |        Buried Treasure!        | 115  |   11170    |   70740    |
10949 |        Buried Treasure!        | 135  |   62890    |   398300   |
10950 |        Buried Treasure!        | 150  |   235100   |  1489000   |
10951 |           King Mako            |  15  |     31     |     81     |
10952 |           King Mako            |  35  |     56     |    173     |
10953 |           King Mako            |  55  |    187     |    572     |
10954 |           King Mako            |  75  |    837     |    2494    |
10955 |           King Mako            |  95  |    4151    |   12470    |
10956 |           King Mako            | 115  |   22340    |   67010    |
10957 |           King Mako            | 135  |   125800   |   377300   |
10958 |           King Mako            | 155  |   732200   |  2197000   |
10959 |           Sarkanian            |  85  |    2601    |    867     |
10960 |           Sarkanian            | 105  |   13540    |    4514    |
10961 |           Sarkanian            | 125  |   74650    |   24880    |
10962 |           Sarkanian            | 145  |   427900   |   142600   |
10963 |      Sarkanian Charioteer      |  50  |    194     |     64     |
10964 |      Sarkanian Charioteer      |  90  |    3901    |    1301    |
10965 |      Sarkanian Charioteer      | 110  |   20660    |    6885    |
10966 |      Sarkanian Charioteer      | 130  |   115100   |   38380    |
10967 |      Sarkanian Charioteer      | 150  |   665300   |   221800   |
10968 |         Battle Whale           |  40  |    106     |     35     |
10969 |         Battle Whale           |  80  |    1745    |    581     |
10970 |         Battle Whale           | 120  |   48510    |   16170    |
10971 |         Battle Whale           | 140  |   275700   |   91900    |
10972 |         Battle Whale           | 160  |  1616000   |   538800   |
10973 |      Frosty Moglin Ghost       |  15  |     60     |     6      |
10974 |      Frosty Moglin Ghost       |  35  |    121     |     14     |
10975 |      Frosty Moglin Ghost       |  55  |    404     |     45     |
10976 |      Frosty Moglin Ghost       |  75  |    1767    |    196     |
10977 |      Frosty Moglin Ghost       |  95  |    8825    |    980     |
10978 |      Frosty Moglin Ghost       | 115  |   47420    |    5268    |
10979 |      Frosty Moglin Ghost       | 135  |   267000   |   29670    |
10980 |      Frosty Moglin Ghost       | 150  |   998000   |   110900   |
10981 |       Fiery Moglin Ghost       |  15  |     60     |     6      |
10982 |       Fiery Moglin Ghost       |  35  |    121     |     14     |
10983 |       Fiery Moglin Ghost       |  55  |    404     |     45     |
10984 |       Fiery Moglin Ghost       |  75  |    1767    |    196     |
10985 |       Fiery Moglin Ghost       |  95  |    8825    |    980     |
10986 |       Fiery Moglin Ghost       | 115  |   47420    |    5268    |
10987 |       Fiery Moglin Ghost       | 135  |   267000   |   29670    |
10988 |       Fiery Moglin Ghost       | 150  |   998000   |   110900   |
10989 |          Despair Bear          |  15  |     85     |     28     |
10990 |          Despair Bear          |  35  |    180     |     59     |
10991 |          Despair Bear          |  55  |    591     |    197     |
10992 |          Despair Bear          |  75  |    2593    |    862     |
10993 |          Despair Bear          |  95  |   12940    |    4314    |
10994 |          Despair Bear          | 115  |   69540    |   23180    |
10995 |          Despair Bear          | 135  |   391600   |   130500   |
10996 |          Despair Bear          | 150  |  1464000   |   487900   |
10997 |        Moglin UberFreak        |  90  |   10300    |    2290    |
10998 |          Moglin Freak          |  15  |     48     |     10     |
10999 |          Moglin Freak          |  35  |     97     |     22     |
11000 |          Moglin Freak          |  55  |    323     |     72     |
11001 |          Moglin Freak          |  75  |    1413    |    314     |
11002 |          Moglin Freak          |  95  |    7058    |    1569    |
11003 |         Undead Moglin          |  15  |     48     |     10     |
11004 |         Undead Moglin          |  35  |     97     |     22     |
11005 |         Undead Moglin          |  55  |    323     |     72     |
11006 |         Undead Moglin          |  75  |    1413    |    314     |
11007 |         Undead Moglin          |  95  |    7058    |    1569    |
11008 |         Undead Moglin          | 115  |   37930    |    8429    |
11009 |         Undead Moglin          | 135  |   213600   |   47460    |
11010 |         Undead Moglin          | 150  |   798400   |   177400   |
11011 |        Joe the Janitor         |  5   |    109     |     38     |
11012 |        Joe the Janitor         |  25  |    183     |     63     |
11013 |        Joe the Janitor         |  45  |    498     |    166     |
